HomeTeam,FTHG,FTAG,HTHG,HTAG
St Johnstone,1,0,1,0
Livingston,1,2,0,0
Hearts,2,1,0,1
Kilmarnock,5,0,1,0
Motherwell,3,0,0,0
St Mirren,2,1,1,1
Celtic,2,1,1,0
Aberdeen,3,1,1,1
Hibernian,0,0,0,0
Livingston,2,0,0,0
Rangers,3,0,2,0
St Johnstone,2,0,1,0
St Mirren,0,2,0,1
Celtic,0,0,0,0
Dundee,0,2,0,0
Hamilton,1,1,0,0
Hearts,1,2,1,1
Kilmarnock,2,0,2,0
Motherwell,0,3,0,2
Hamilton,1,1,0,1
Hearts,1,3,0,2
Kilmarnock,0,1,0,0
Livingston,1,3,1,1
St Johnstone,2,0,0,0
Hibernian,0,0,0,0
Celtic,1,0,0,0
Hamilton,3,3,1,0
Motherwell,4,3,2,2
St Mirren,1,1,0,0
Hibernian,1,1,0,0
Rangers,2,0,0,0
Aberdeen,0,3,0,1
Dundee,0,1,0,0
Hearts,0,1,0,0
Motherwell,1,1,0,0
St Johnstone,1,1,1,0
Rangers,1,0,1,0
Aberdeen,2,1,0,0
Kilmarnock,1,0,1,0
Livingston,0,1,0,1
St Johnstone,2,0,1,0
Rangers,2,0,1,0
St Mirren,2,0,0,0
Dundee,2,3,1,0
Hamilton,2,0,1,0
Motherwell,3,2,3,0
Celtic,2,1,1,1
Hibernian,1,2,1,1
Kilmarnock,2,1,1,0
Celtic,7,0,3,0
Hibernian,1,0,0,0
Livingston,0,0,0,0
Ross County,3,0,2,0
Kilmarnock,1,2,0,1
Aberdeen,3,2,1,0
Motherwell,2,5,1,2
St Johnstone,2,2,0,2
Hamilton,2,0,1,0
Hearts,0,0,0,0
Rangers,6,1,2,1
St Mirren,1,0,1,0
Hamilton,1,3,1,2
Hibernian,2,2,1,0
Kilmarnock,0,0,0,0
Ross County,1,4,1,3
St Mirren,0,1,0,0
Celtic,3,1,1,0
Aberdeen,3,0,2,0
Hearts,2,2,1,0
Livingston,2,1,1,0
Motherwell,3,0,1,0
St Johnstone,0,1,0,1
Rangers,0,2,0,1
Hamilton,0,1,0,1
Aberdeen,1,1,1,1
Hearts,2,3,0,1
Kilmarnock,2,0,0,0
Rangers,3,1,0,0
Ross County,2,1,0,0
Livingston,0,2,0,1
Motherwell,1,2,0,0
St Mirren,0,0,0,0
St Johnstone,0,4,0,0
Celtic,3,1,1,1
Hibernian,1,2,0,0
Hibernian,1,1,1,1
Hamilton,2,1,1,1
Kilmarnock,0,0,0,0
Rangers,5,0,2,0
St Johnstone,0,1,0,1
St Mirren,0,0,0,0
Aberdeen,1,1,0,0
Hearts,0,1,0,1
Motherwell,2,0,1,0
Ross County,2,2,1,1
Livingston,2,0,0,0
Rangers,5,0,2,0
Celtic,6,0,1,0
Hamilton,1,1,0,1
Kilmarnock,2,1,1,0
Motherwell,0,3,0,1
St Mirren,2,0,1,0
Hearts,1,1,1,1
Hibernian,2,2,0,0
Kilmarnock,1,0,0,0
Livingston,0,0,0,0
St Johnstone,3,2,1,1
Aberdeen,0,4,0,4
Rangers,2,1,1,1
Celtic,2,0,0,0
Hamilton,0,1,0,1
Hibernian,2,2,0,2
Motherwell,2,1,1,1
Ross County,0,4,0,3
St Johnstone,1,0,0,0
Aberdeen,3,0,2,0
Hamilton,2,2,0,1
Motherwell,2,1,0,0
Hearts,5,2,3,2
Kilmarnock,2,2,1,2
Ross County,1,3,1,1
St Johnstone,1,4,0,2
Celtic,2,0,1,0
Livingston,0,2,0,1
Celtic,4,0,1,0
Hibernian,3,1,2,1
Kilmarnock,3,0,3,0
St Mirren,2,1,1,1
Hamilton,1,3,1,2
St Johnstone,1,1,0,1
St Mirren,1,2,0,1
Aberdeen,2,1,1,1
Hibernian,2,2,1,0
Livingston,0,0,0,0
Motherwell,4,0,1,0
Ross County,1,4,1,2
Rangers,5,0,2,0
Aberdeen,2,2,1,2
Celtic,2,1,1,0
Hearts,1,1,0,1
Kilmarnock,0,0,0,0
Ross County,2,1,0,1
St Mirren,0,3,0,2
Hamilton,0,1,0,0
Hibernian,3,0,0,0
Livingston,3,0,0,0
Motherwell,1,0,1,0
Aberdeen,1,0,0,0
Hearts,0,1,0,0
Ross County,1,0,0,0
St Mirren,3,3,1,2
Motherwell,0,2,0,1
Celtic,2,0,1,0
Hearts,0,2,0,2
Hibernian,0,3,0,2
Celtic,2,1,1,1
Hamilton,2,1,0,0
Kilmarnock,0,1,0,0
Livingston,4,0,2,0
St Johnstone,0,0,0,0
Hearts,0,2,0,2
Aberdeen,2,1,1,0
Hamilton,0,1,0,0
Rangers,1,0,0,0
Ross County,1,2,1,0
St Mirren,1,2,0,2
Celtic,1,2,1,1
Hearts,1,1,0,0
Livingston,2,0,0,0
Motherwell,1,2,1,0
St Johnstone,1,1,0,0
St Mirren,1,0,1,0
Aberdeen,0,1,0,1
Hibernian,2,1,0,1
Kilmarnock,1,3,0,1
Livingston,1,0,0,0
Rangers,1,0,1,0
Ross County,0,0,0,0
Celtic,3,0,1,0
Hamilton,2,4,1,2
Motherwell,0,0,0,0
St Johnstone,2,1,1,1
St Mirren,0,0,0,0
Hearts,2,1,0,0
Rangers,2,0,1,0
St Johnstone,0,3,0,3
Hibernian,2,2,2,2
Kilmarnock,3,1,0,1
Livingston,1,0,0,0
Rangers,0,0,0,0
St Johnstone,3,3,1,2
Hamilton,1,4,1,1
Aberdeen,0,1,0,1
Hearts,2,3,0,2
Motherwell,0,4,0,1
Rangers,2,1,1,1
Ross County,2,0,1,0
St Mirren,1,1,0,1
Hamilton,1,3,0,3
Celtic,5,0,1,0
Hibernian,3,0,2,0
Kilmarnock,2,1,0,1
Livingston,2,1,1,0
St Johnstone,2,1,1,1
Hearts,2,2,0,2
Ross County,1,1,0,1
Aberdeen,1,2,1,1
Rangers,1,0,0,0
Kilmarnock,1,2,1,2
Aberdeen,1,2,1,1
Hamilton,0,0,0,0
Hibernian,1,1,0,0
St Johnstone,2,2,1,0
Celtic,3,1,2,1
Motherwell,1,2,1,0
Hibernian,1,3,0,0
Kilmarnock,2,2,2,1
Livingston,2,2,1,1
Motherwell,4,1,2,1
Rangers,0,1,0,0
St Mirren,0,0,0,0
Aberdeen,3,1,0,1
Celtic,5,0,2,0
Hamilton,1,0,0,0
Hearts,1,1,0,1
St Johnstone,1,0,0,0
Ross County,0,1,0,0
St Mirren,1,0,0,0
Aberdeen,0,1,0,1
Dundee United,1,1,1,0
Hibernian,2,1,2,1
St Mirren,1,0,1,0
Celtic,5,1,2,1
Ross County,1,0,1,0
Hamilton,0,1,0,0
Livingston,1,4,0,3
Motherwell,0,1,0,0
Rangers,3,0,1,0
Kilmarnock,1,1,1,1
Dundee United,0,1,0,0
Motherwell,2,2,2,1
Rangers,3,0,2,0
Ross County,2,2,1,0
Hamilton,0,1,0,1
Kilmarnock,1,2,0,0
Ross County,1,2,1,1
Hibernian,0,0,0,0
Livingston,0,0,0,0
St Johnstone,0,1,0,0
Motherwell,0,1,0,0
Rangers,2,0,0,0
St Mirren,1,1,1,0
Dundee United,0,1,0,0
Aberdeen,2,1,0,0
St Johnstone,0,1,0,0
Kilmarnock,4,0,2,0
Livingston,1,0,0,0
St Johnstone,1,0,0,0
Hamilton,0,2,0,2
Celtic,3,0,1,0
Hibernian,0,1,0,1
Aberdeen,1,0,1,0
Livingston,1,2,1,0
Motherwell,1,0,1,0
Rangers,4,0,2,0
Ross County,0,5,0,2
St Mirren,0,3,0,2
St Mirren,1,2,1,2
Celtic,3,2,2,1
Dundee United,2,1,1,0
Kilmarnock,2,1,1,1
St Johnstone,0,1,0,1
Hibernian,2,2,1,1
Aberdeen,0,3,0,3
Hamilton,1,1,0,1
Livingston,2,0,2,0
St Mirren,0,1,0,1
Motherwell,1,5,0,3
Celtic,3,0,2,0
Ross County,0,3,0,1
Aberdeen,2,1,0,0
Dundee United,1,2,1,0
Hibernian,3,2,2,0
St Johnstone,0,2,0,0
Rangers,2,0,1,0
Celtic,0,2,0,1
Dundee United,0,0,0,0
Hamilton,3,5,2,3
Livingston,1,3,1,2
Ross County,0,0,0,0
Aberdeen,4,2,4,1
Kilmarnock,0,1,0,1
Motherwell,4,0,1,0
St Johnstone,0,0,0,0
Aberdeen,3,3,1,0
Rangers,2,0,2,0
Dundee United,2,1,1,0
Livingston,0,2,0,2
Kilmarnock,0,1,0,1
Aberdeen,2,0,2,0
Ross County,1,1,1,0
St Johnstone,1,0,0,0
St Mirren,0,0,0,0
Motherwell,1,4,0,2
Rangers,8,0,4,0
Dundee United,2,1,0,0
Hibernian,2,2,0,0
Kilmarnock,3,1,1,1
Livingston,0,1,0,0
St Johnstone,1,1,1,1
Rangers,4,0,2,0
Hibernian,2,2,1,1
Hamilton,1,1,0,1
Hamilton,1,0,0,0
Livingston,2,0,0,0
Motherwell,0,3,0,0
St Mirren,1,1,1,1
Ross County,0,4,0,1
Celtic,1,1,0,0
Aberdeen,2,0,1,0
Hamilton,0,4,0,2
Motherwell,0,1,0,1
St Johnstone,1,2,0,0
Dundee United,1,2,1,2
Celtic,2,0,0,0
Hibernian,1,1,1,0
Rangers,3,1,0,1
Ross County,0,2,0,1
St Mirren,3,2,1,2
Kilmarnock,0,2,0,0
Celtic,2,0,1,0
Hamilton,0,2,0,0
Hibernian,1,0,1,0
St Johnstone,0,3,0,2
Motherwell,0,0,0,0
Dundee United,2,0,2,0
Rangers,1,0,1,0
Aberdeen,2,1,1,1
Dundee United,1,1,0,1
Hamilton,0,3,0,0
Kilmarnock,1,2,0,0
Ross County,0,2,0,0
Celtic,3,0,2,0
St Johnstone,0,0,0,0
St Mirren,0,2,0,2
Hibernian,0,2,0,1
Motherwell,0,2,0,1
Rangers,1,0,0,0
Aberdeen,0,0,0,0
Hamilton,3,0,1,0
Hibernian,0,3,0,2
Kilmarnock,1,1,1,0
Ross County,1,1,1,1
Kilmarnock,2,0,1,0
St Mirren,1,1,0,1
Aberdeen,1,2,0,1
Livingston,3,1,1,1
Celtic,1,1,0,0
Dundee United,2,2,1,2
Celtic,0,0,0,0
Hamilton,0,0,0,0
Hibernian,2,0,0,0
Ross County,4,1,2,1
St Johnstone,1,0,0,0
Motherwell,1,1,1,0
Livingston,2,2,1,2
Aberdeen,2,0,1,0
Rangers,5,0,3,0
Dundee United,1,5,0,3
Ross County,1,2,1,0
St Johnstone,0,0,0,0
Celtic,2,0,1,0
Hibernian,0,1,0,0
Livingston,2,0,0,0
Celtic,1,2,1,2
Dundee United,0,2,0,1
Kilmarnock,2,3,2,0
Livingston,0,0,0,0
Aberdeen,0,2,0,2
St Mirren,1,2,0,0
Kilmarnock,0,4,0,1
Hamilton,1,2,1,0
Motherwell,2,1,2,0
Rangers,1,0,0,0
Celtic,2,1,1,0
Hibernian,2,0,1,0
Livingston,1,2,0,1
Ross County,0,2,0,0
St Mirren,2,0,1,0
Hamilton,1,1,0,0
Kilmarnock,0,1,0,0
St Mirren,0,4,0,1
Aberdeen,0,0,0,0
Dundee United,3,0,2,0
Motherwell,1,4,0,3
Rangers,1,0,1,0
St Johnstone,1,2,0,0
Celtic,1,0,1,0
St Mirren,1,1,0,0
Aberdeen,1,0,1,0
Hibernian,2,0,1,0
Motherwell,0,3,0,2
St Mirren,1,1,1,1
Rangers,4,1,2,0
Ross County,1,0,0,0
St Mirren,0,0,0,0
Celtic,1,0,1,0
Hibernian,0,2,0,1
Kilmarnock,1,1,0,1
St Mirren,1,0,0,0
Hamilton,1,1,1,0
Livingston,0,1,0,0
Aberdeen,0,0,0,0
Motherwell,3,1,1,0
Rangers,3,0,2,0
Ross County,3,2,1,1
St Johnstone,1,0,1,0
Dundee United,0,0,0,0
Livingston,2,1,2,1
Ross County,1,2,0,0
Dundee United,1,0,0,0
Hamilton,1,1,0,1
Kilmarnock,4,1,1,1
Livingston,1,1,1,1
St Johnstone,1,0,0,0
Celtic,1,1,1,1
Celtic,6,0,2,0
Hamilton,0,1,0,1
Kilmarnock,2,2,2,1
Motherwell,1,0,0,0
St Johnstone,0,1,0,0
Rangers,2,1,1,0
Hamilton,0,1,0,1
Hibernian,2,1,2,0
St Johnstone,1,1,0,0
Aberdeen,1,1,1,0
Kilmarnock,3,0,3,0
Ross County,1,3,1,0
Dundee United,0,2,0,2
Hibernian,0,1,0,1
Livingston,1,2,0,0
Motherwell,2,0,0,0
St Mirren,1,2,0,1
Rangers,4,1,2,1
Dundee United,2,2,2,0
Livingston,0,3,0,1
Celtic,4,0,2,0
Aberdeen,0,1,0,1
Kilmarnock,3,3,1,0
Ross County,2,1,1,1
Hibernian,0,0,0,0
Rangers,4,0,2,0
St Johnstone,0,0,0,0
Hamilton,0,2,0,2
Motherwell,1,2,1,0
St Mirren,0,0,0,0
Rangers,3,0,1,0
Dundee,2,2,1,1
Ross County,0,0,0,0
Hearts,2,1,1,0
Aberdeen,2,0,1,0
Motherwell,2,3,2,1
Dundee United,1,0,0,0
St Mirren,1,2,0,1
Celtic,6,0,2,0
Hibernian,3,0,3,0
Livingston,1,2,1,0
St Johnstone,1,1,1,0
Celtic,6,0,4,0
Livingston,1,2,1,0
Dundee,2,2,1,1
Hearts,1,1,0,0
Ross County,2,4,1,2
St Johnstone,0,1,0,0
Dundee United,0,2,0,1
Hibernian,2,0,0,0
Motherwell,1,0,1,0
Rangers,1,0,0,0
Aberdeen,1,1,0,1
St Mirren,0,0,0,0
St Johnstone,1,2,0,0
Celtic,3,0,0,0
Dundee,0,0,0,0
Motherwell,2,0,1,0
St Mirren,0,0,0,0
Hearts,0,0,0,0
Aberdeen,0,1,0,0
Hibernian,2,2,0,1
Ross County,2,2,2,1
Dundee United,1,0,0,0
Livingston,1,0,1,0
Rangers,1,1,1,0
Dundee,0,1,0,1
Hearts,3,0,2,0
Motherwell,2,1,1,1
St Mirren,3,2,1,2
Celtic,1,1,1,1
Hibernian,1,0,0,0
Dundee United,1,0,1,0
Hearts,2,0,2,0
Livingston,0,1,0,1
St Johnstone,3,1,2,0
Aberdeen,1,2,0,1
Rangers,2,1,0,1
Hibernian,0,3,0,1
Motherwell,0,2,0,1
Rangers,1,1,1,0
Ross County,2,3,1,3
St Johnstone,0,3,0,2
Dundee,2,1,0,0
Aberdeen,1,0,1,0
Celtic,2,0,1,0
Dundee United,2,1,1,0
Hearts,1,1,1,0
Ross County,2,3,1,2
St Mirren,1,2,1,2
Dundee,0,5,0,4
Hibernian,1,3,1,3
Livingston,1,1,1,1
Motherwell,2,2,0,0
Rangers,2,2,1,2
St Johnstone,1,1,1,1
Aberdeen,2,1,0,1
Celtic,0,0,0,0
Dundee United,0,1,0,1
St Mirren,0,1,0,1
Motherwell,1,6,1,2
Aberdeen,0,2,0,0
Hearts,5,2,2,1
St Johnstone,0,0,0,0
Dundee,2,4,1,2
Rangers,4,2,2,1
Dundee United,1,0,0,0
Motherwell,2,0,1,0
St Mirren,1,1,0,0
Ross County,1,0,0,0
Dundee,3,0,2,0
Hearts,2,0,0,0
Ross County,1,1,0,0
St Johnstone,1,2,1,0
Livingston,1,3,1,2
Celtic,2,1,1,1
Motherwell,1,0,1,0
Aberdeen,2,0,1,0
Dundee,1,0,1,0
Hibernian,0,1,0,0
St Mirren,0,0,0,0
Celtic,1,0,1,0
Aberdeen,4,1,3,1
Hibernian,1,1,1,0
Rangers,3,0,1,0
Dundee United,0,3,0,2
Livingston,0,1,0,0
Livingston,1,0,1,0
Dundee United,0,1,0,0
Ross County,3,2,1,2
St Johnstone,0,1,0,0
St Mirren,1,1,0,0
Hearts,0,2,0,2
Celtic,1,0,1,0
Hibernian,1,0,1,0
Rangers,2,0,1,0
Ross County,1,2,0,1
Dundee,0,1,0,0
Livingston,1,1,0,1
Motherwell,2,0,1,0
Rangers,1,0,0,0
Hibernian,1,0,0,0
St Johnstone,1,2,1,1
St Mirren,0,0,0,0
St Johnstone,1,3,0,2
Aberdeen,2,1,1,1
Dundee United,1,3,0,1
Hearts,2,1,2,0
Motherwell,2,1,1,0
Rangers,2,0,2,0
Celtic,2,0,2,0
Aberdeen,1,1,0,1
Dundee United,1,2,0,1
Hearts,2,0,0,0
Livingston,2,0,0,0
Ross County,3,1,1,0
St Mirren,1,0,0,0
Dundee United,2,1,0,0
Hearts,1,2,0,2
Motherwell,0,0,0,0
Rangers,1,0,0,0
St Johnstone,0,0,0,0
Ross County,3,3,2,1
Celtic,1,0,0,0
Hearts,2,0,1,0
Hibernian,2,3,2,1
Dundee,0,0,0,0
Hibernian,0,0,0,0
Livingston,1,2,1,1
Ross County,1,1,0,0
St Mirren,1,1,0,0
Celtic,3,0,3,0
Dundee,1,2,1,1
Hibernian,0,1,0,0
Livingston,2,1,1,0
St Johnstone,0,0,0,0
Motherwell,0,4,0,3
Rangers,5,0,1,0
Aberdeen,2,3,0,2
Dundee United,2,0,1,0
Hearts,1,2,1,0
Rangers,2,0,1,0
Ross County,1,1,0,0
St Mirren,2,1,1,1
Aberdeen,1,1,0,1
Hibernian,2,0,0,0
Livingston,1,1,0,0
Motherwell,1,1,0,1
St Johnstone,2,1,1,1
Dundee United,1,1,1,0
Celtic,3,2,2,1
Aberdeen,1,1,1,1
Dundee,0,4,0,3
Ross County,3,1,1,1
St Mirren,0,2,0,0
Hibernian,0,0,0,0
Rangers,2,2,2,0
Celtic,2,0,0,0
Dundee,0,0,0,0
Hearts,2,0,1,0
Livingston,2,1,1,1
Motherwell,0,1,0,1
St Johnstone,0,1,0,1
Dundee United,2,2,0,1
Hibernian,0,0,0,0
Motherwell,1,1,1,1
Rangers,1,0,0,0
Ross County,1,0,0,0
Livingston,1,3,0,1
Dundee,0,1,0,0
Aberdeen,3,1,1,1
Celtic,4,0,3,0
Hearts,2,0,1,0
St Johnstone,2,1,1,1
St Mirren,1,2,1,0
Dundee,1,2,1,0
Dundee,2,2,0,1
Hibernian,1,1,1,1
Motherwell,4,2,3,2
Ross County,1,1,1,1
St Johnstone,1,0,1,0
Rangers,1,2,1,2
Aberdeen,0,1,0,0
Celtic,7,0,3,0
Dundee United,2,2,1,0
Hearts,3,1,1,1
Livingston,2,2,1,0
St Mirren,0,4,0,2
Motherwell,1,3,1,1
Aberdeen,1,2,0,1
Dundee,1,1,1,0
St Mirren,0,1,0,0
Ross County,0,2,0,1
Dundee United,2,3,1,1
Aberdeen,1,0,0,0
Dundee United,1,0,1,0
Hearts,0,0,0,0
Livingston,1,0,0,0
St Johnstone,0,1,0,0
Celtic,1,1,1,0
Celtic,4,1,2,1
Hibernian,1,1,0,0
Livingston,1,1,0,0
Ross County,0,1,0,0
St Mirren,2,0,1,0
Rangers,2,0,0,0
Dundee,3,1,1,1
Dundee United,1,1,0,0
Motherwell,2,1,1,1
Rangers,4,1,2,0
St Johnstone,1,0,1,0
St Mirren,0,0,0,0
Celtic,6,0,3,0
Hearts,1,3,1,2
Ross County,1,2,0,0
Aberdeen,0,0,0,0
Hibernian,4,0,1,0
Livingston,2,1,0,0
Livingston,1,2,1,0
Hearts,2,1,0,0
Kilmarnock,1,1,0,1
St Johnstone,0,1,0,0
St Mirren,0,1,0,1
Celtic,2,0,1,0
Aberdeen,4,1,3,0
Motherwell,1,2,0,1
Rangers,2,0,0,0
Ross County,1,3,0,0
Hibernian,1,1,0,1
Dundee United,0,1,0,0
Aberdeen,2,3,1,1
Livingston,2,1,1,0
Rangers,4,0,1,0
St Mirren,1,0,0,0
Kilmarnock,0,5,0,3
Hearts,4,1,1,0
Hibernian,2,2,0,1
Dundee United,0,3,0,1
Motherwell,1,0,0,0
Ross County,1,0,0,0
St Johnstone,0,1,0,0
Celtic,2,0,1,0
Aberdeen,5,0,1,0
Kilmarnock,2,1,0,1
Rangers,4,0,2,0
St Mirren,1,0,1,0
Dundee United,0,9,0,4
Hearts,3,2,2,1
Celtic,4,0,3,0
Hibernian,1,0,1,0
Livingston,1,0,1,0
Motherwell,0,0,0,0
Ross County,1,1,0,0
St Johnstone,3,0,1,0
Hibernian,3,1,1,1
Livingston,1,0,1,0
Rangers,2,1,1,0
St Johnstone,0,0,0,0
St Mirren,2,0,1,0
Motherwell,0,3,0,1
Hearts,0,4,0,2
Aberdeen,4,1,3,1
Celtic,2,1,1,1
Dundee United,1,2,0,2
Ross County,0,2,0,0
St Mirren,2,1,0,0
Ross County,0,5,0,1
Kilmarnock,2,1,1,0
St Johnstone,1,2,0,1
Hibernian,1,0,0,0
Livingston,0,1,0,0
Rangers,4,0,2,0
Dundee United,4,0,2,0
Kilmarnock,2,2,0,0
Dundee United,1,0,1,0
Celtic,6,1,3,0
Livingston,1,0,1,0
Ross County,1,1,1,0
St Mirren,0,0,0,0
Motherwell,1,2,0,0
Aberdeen,2,0,0,0
Hibernian,1,2,1,0
Hearts,3,4,1,1
Kilmarnock,1,0,1,0
Motherwell,1,2,0,1
Rangers,1,1,0,1
St Mirren,2,1,1,0
Dundee United,0,1,0,1
Hibernian,3,0,1,0
Rangers,4,1,2,1
St Johnstone,1,0,1,0
Livingston,0,3,0,1
Ross County,1,2,1,2
Aberdeen,4,1,1,0
Kilmarnock,2,3,2,1
Celtic,4,2,2,1
Ross County,3,2,1,2
St Johnstone,2,1,1,0
Hearts,3,2,1,0
Hibernian,0,2,0,1
Livingston,2,1,2,0
Dundee United,4,0,3,0
Motherwell,1,2,0,1
Rangers,1,0,0,0
St Mirren,2,2,1,1
St Mirren,1,1,0,0
Celtic,2,1,0,0
Hearts,1,1,0,0
Kilmarnock,1,0,0,0
St Johnstone,1,1,1,1
Aberdeen,1,0,1,0
Rangers,3,2,1,2
Aberdeen,0,1,0,0
Hearts,3,1,2,0
Ross County,1,2,1,0
Aberdeen,2,3,1,1
Celtic,2,1,2,1
Ross County,0,1,0,1
Motherwell,2,2,1,0
Celtic,4,1,3,0
St Mirren,3,1,1,1
Dundee United,2,2,1,1
Hibernian,4,0,3,0
Dundee United,3,0,1,0
Kilmarnock,2,1,2,0
Livingston,1,1,0,0
Rangers,3,0,2,0
St Johnstone,2,3,0,2
Hibernian,0,4,0,2
Rangers,2,2,0,1
Aberdeen,0,0,0,0
Hearts,3,0,2,0
Kilmarnock,0,0,0,0
Livingston,1,1,1,1
St Johnstone,0,1,0,0
Juventus,3,0,2,0
Verona,1,3,0,2
Atalanta,0,1,0,1
Bologna,1,1,1,1
Crotone,0,3,0,3
Inter,3,0,2,0
Lazio,0,0,0,0
Sampdoria,2,1,1,1
Sassuolo,0,0,0,0
Udinese,1,2,1,1
Benevento,0,1,0,0
Genoa,2,4,2,2
Roma,1,3,1,0
Chievo,1,2,1,1
Crotone,0,0,0,0
Fiorentina,1,2,0,2
Milan,2,1,1,0
Napoli,3,1,0,1
Spal,3,2,1,0
Torino,3,0,1,0
Juventus,3,0,1,0
Atalanta,2,1,1,1
Benevento,0,1,0,0
Bologna,0,3,0,0
Cagliari,1,0,1,0
Inter,2,0,1,0
Lazio,4,1,2,0
Udinese,1,0,1,0
Verona,0,5,0,3
Crotone,0,2,0,0
Fiorentina,2,1,0,0
Roma,3,0,2,0
Chievo,1,1,0,0
Genoa,2,3,0,1
Milan,2,1,2,1
Napoli,6,0,4,0
Sassuolo,1,3,0,1
Spal,0,2,0,1
Torino,2,2,2,2
Bologna,1,1,1,0
Atalanta,5,1,3,0
Benevento,0,4,0,2
Cagliari,0,1,0,0
Genoa,1,1,0,0
Juventus,1,0,0,0
Lazio,1,4,1,0
Milan,2,0,1,0
Udinese,2,3,0,2
Verona,0,0,0,0
Juventus,4,0,2,0
Roma,3,1,3,0
Spal,2,3,1,1
Cagliari,0,2,0,0
Crotone,2,0,1,0
Fiorentina,1,1,1,0
Inter,1,0,0,0
Sampdoria,2,0,0,0
Sassuolo,0,1,0,0
Verona,0,3,0,2
Genoa,0,1,0,0
Udinese,4,0,1,0
Atalanta,2,2,1,2
Benevento,1,2,1,2
Chievo,2,1,1,1
Lazio,6,1,1,1
Milan,0,2,0,0
Napoli,3,0,2,0
Spal,1,1,1,0
Torino,2,2,2,0
Juventus,1,2,1,0
Roma,0,1,0,1
Bologna,2,1,1,0
Cagliari,2,3,0,2
Crotone,2,2,1,0
Fiorentina,2,1,1,0
Inter,3,2,1,0
Sampdoria,3,1,0,1
Sassuolo,0,0,0,0
Verona,1,0,0,0
Napoli,0,0,0,0
Sampdoria,5,0,3,0
Atalanta,1,0,0,0
Benevento,0,3,0,1
Chievo,3,2,2,1
Lazio,3,0,2,0
Milan,0,0,0,0
Spal,0,1,0,1
Torino,0,1,0,0
Udinese,2,6,1,2
Inter,3,2,2,0
Atalanta,3,0,0,0
Bologna,1,2,0,2
Cagliari,2,1,1,0
Chievo,1,4,0,2
Fiorentina,3,0,1,0
Genoa,2,3,1,2
Juventus,4,1,2,1
Roma,1,0,1,0
Sassuolo,0,1,0,1
Milan,0,2,0,1
Roma,1,0,1,0
Benevento,1,5,0,3
Crotone,2,1,2,1
Napoli,3,1,2,1
Sampdoria,4,1,3,1
Spal,1,0,0,0
Torino,2,1,1,1
Udinese,2,1,1,1
Verona,1,2,0,1
Bologna,2,3,2,1
Genoa,0,2,0,1
Atalanta,1,1,1,0
Cagliari,2,1,1,1
Chievo,0,0,0,0
Fiorentina,2,4,2,2
Inter,1,1,0,0
Juventus,2,1,0,1
Sassuolo,0,2,0,1
Napoli,2,1,1,0
Roma,2,1,0,0
Benevento,1,2,0,0
Crotone,0,1,0,1
Inter,2,0,0,0
Sampdoria,3,2,0,0
Spal,1,1,1,0
Torino,1,1,1,1
Udinese,0,1,0,0
Verona,2,3,2,1
Bologna,3,0,2,0
Cagliari,1,3,0,1
Chievo,2,1,0,1
Sassuolo,0,2,0,2
Genoa,1,1,0,0
Juventus,3,0,0,0
Lazio,1,1,1,0
Milan,0,0,0,0
Udinese,0,1,0,1
Atalanta,1,0,0,0
Napoli,0,1,0,1
Roma,3,1,2,0
Torino,1,1,1,0
Benevento,2,2,0,1
Bologna,1,1,0,1
Fiorentina,3,0,2,0
Inter,5,0,2,0
Sampdoria,1,2,0,0
Crotone,0,3,0,1
Verona,0,1,0,1
Cagliari,2,2,0,2
Juventus,0,0,0,0
Chievo,0,0,0,0
Milan,2,1,1,1
Napoli,0,0,0,0
Sassuolo,2,1,0,0
Spal,2,2,0,0
Udinese,2,0,2,0
Lazio,1,3,0,0
Genoa,1,2,1,1
Inter,1,3,1,1
Roma,1,0,0,0
Torino,1,3,0,3
Atalanta,3,3,2,2
Benevento,1,2,0,0
Bologna,0,3,0,2
Crotone,1,0,1,0
Fiorentina,0,0,0,0
Sampdoria,0,1,0,0
Verona,3,0,1,0
Cagliari,0,1,0,0
Chievo,2,3,1,1
Genoa,1,0,0,0
Juventus,1,0,1,0
Lazio,4,0,0,0
Milan,0,2,0,1
Napoli,3,2,3,2
Sassuolo,1,0,1,0
Spal,2,2,1,2
Udinese,4,0,2,0
Crotone,0,1,0,1
Atalanta,1,2,0,2
Benevento,1,0,0,0
Bologna,1,2,1,1
Fiorentina,1,1,0,0
Inter,0,0,0,0
Roma,1,1,1,0
Sampdoria,2,0,0,0
Torino,0,0,0,0
Verona,1,3,0,1
Chievo,1,1,1,1
Fiorentina,1,1,0,0
Benevento,3,2,0,1
Cagliari,0,1,0,0
Genoa,1,0,0,0
Milan,1,0,0,0
Napoli,2,0,0,0
Roma,1,2,0,2
Spal,2,5,2,4
Torino,3,0,1,0
Atalanta,0,1,0,0
Bologna,3,0,1,0
Cagliari,1,2,1,2
Inter,1,1,0,1
Lazio,5,1,2,1
Sampdoria,3,1,1,0
Sassuolo,1,1,0,1
Udinese,1,1,1,0
Verona,0,3,0,1
Juventus,1,0,1,0
Lazio,3,0,1,0
Sampdoria,1,1,1,0
Chievo,0,2,0,0
Sassuolo,0,3,0,1
Crotone,1,1,1,1
Fiorentina,1,4,0,2
Genoa,0,1,0,0
Milan,2,1,2,1
Napoli,3,1,2,1
